"poliza","sexo","circulacion","garantia","siniestros","ant_comp","ant_perm","edad","ant_veh"
9530879139,"Hombre","No urbano","Garantía daños propios contratada",0,4,0,18,6
9532480975,"Hombre","No urbano","Garantía daños propios contratada",0,4,25,43,4
9532780962,"Hombre","No urbano","No contratada",0,4,6,60,7
9533580517,"Hombre","No urbano","No contratada",0,4,2,20,4
9533679880,"Hombre","No urbano","No contratada",0,4,0,18,4
9533781331,"Hombre","No urbano","No contratada",0,4,22,40,5
9533787308,"Hombre","No urbano","No contratada",0,4,6,50,3
9534080452,"Hombre","No urbano","No contratada",0,4,0,18,5
9534482640,"Hombre","No urbano","Garantía daños propios contratada",0,4,26,50,1
9534680845,"Hombre","Urbano","No contratada",0,4,36,60,4
9534681209,"Hombre","Urbano","No contratada",0,4,34,52,9
9534781899,"Hombre","No urbano","No contratada",0,4,17,59,6
9534785351,"Hombre","Urbano","No contratada",0,4,13,31,8
9537079122,"Hombre","No urbano","No contratada",1,4,0,18,13
9538529197,"Hombre","No urbano","No contratada",0,4,2,20,10
9541079182,"Hombre","No urbano","No contratada",0,4,21,39,10
9541081175,"Hombre","No urbano","Garantía daños propios contratada",0,4,32,50,6
9541881710,"Hombre","No urbano","No contratada",0,4,20,38,14
9541881802,"Hombre","No urbano","No contratada",1,4,34,52,15
9541882849,"Mujer","No urbano","Garantía daños propios contratada",0,4,2,20,0
9545179482,"Hombre","No urbano","No contratada",0,4,0,18,0
9548881569,"Hombre","Urbano","No contratada",0,4,2,20,7
9549280390,"Hombre","Urbano","No contratada",0,4,27,49,4
9629781180,"Hombre","No urbano","No contratada",0,3,7,50,8
9629982888,"Hombre","Urbano","No contratada",0,3,33,51,3
9629990322,"Hombre","Urbano","No contratada",0,3,34,52,3
9630283965,"Hombre","Urbano","No contratada",0,3,25,43,1
9630492982,"Hombre","No urbano","No contratada",0,3,2,20,6
9630883170,"Hombre","No urbano","No contratada",0,3,27,45,3
9631082068,"Hombre","No urbano","No contratada",0,3,27,50,11
9631486509,"Hombre","Urbano","No contratada",0,3,13,31,9
9631583112,"Hombre","No urbano","No contratada",0,3,2,20,3
9631985670,"Hombre","Urbano","No contratada",0,3,12,30,8
9632782146,"Hombre","No urbano","No contratada",0,3,18,59,8
9632984931,"Hombre","Urbano","Garantía daños propios contratada",0,3,16,40,3
9634183124,"Mujer","No urbano","Garantía daños propios contratada",0,3,2,20,3
9634288090,"Mujer","No urbano","No contratada",0,3,16,39,3
9634303692,"Hombre","Urbano","Garantía daños propios contratada",0,3,17,50,1
9634580178,"Hombre","No urbano","No contratada",0,3,21,39,9
9634681070,"Hombre","No urbano","No contratada",1,3,5,60,8
9634784316,"Hombre","No urbano","No contratada",0,3,0,18,8
9635783090,"Hombre","Urbano","Garantía daños propios contratada",0,3,22,40,4
9637281808,"Mujer","No urbano","No contratada",0,3,10,50,10
9637381559,"Hombre","No urbano","No contratada",0,3,5,39,9
9637779446,"Hombre","No urbano","Garantía daños propios contratada",0,3,17,40,3
9637779638,"Hombre","No urbano","No contratada",0,3,23,41,11
9638481540,"Hombre","Urbano","No contratada",0,3,17,60,3
9639880629,"Hombre","No urbano","No contratada",1,3,13,31,3
9640581236,"Hombre","Urbano","No contratada",0,3,36,54,6
9641379413,"Mujer","No urbano","Garantía daños propios contratada",0,3,16,50,8
9641479625,"Hombre","No urbano","Garantía daños propios contratada",0,3,11,29,5
9648780017,"Hombre","No urbano","Garantía daños propios contratada",0,3,30,60,1
9649279822,"Hombre","Urbano","No contratada",0,3,32,50,5
9729780341,"Hombre","No urbano","No contratada",0,2,34,52,2
9729981129,"Hombre","No urbano","No contratada",0,2,18,60,4
9729981813,"Hombre","Urbano","No contratada",0,2,16,34,11
9730379513,"Mujer","No urbano","Garantía daños propios contratada",0,2,21,39,2
9730385061,"Hombre","No urbano","No contratada",0,2,40,58,5
9730388688,"Hombre","Urbano","No contratada",0,2,16,49,2
9730488504,"Hombre","Urbano","No contratada",0,2,26,44,7
9730580429,"Hombre","No urbano","No contratada",0,2,30,60,5
9730881364,"Hombre","No urbano","No contratada",0,2,7,50,10
9731580225,"Hombre","No urbano","No contratada",0,2,26,44,8
9732279553,"Hombre","Urbano","No contratada",0,2,32,50,10
9732279819,"Hombre","No urbano","No contratada",0,2,22,40,12
9732379297,"Hombre","No urbano","No contratada",0,2,26,44,10
9732487256,"Mujer","Urbano","Garantía daños propios contratada",1,2,0,18,2
9732491159,"Hombre","No urbano","No contratada",0,2,0,18,11
9732495804,"Mujer","No urbano","Garantía daños propios contratada",0,2,22,40,4
9732597175,"Hombre","No urbano","No contratada",0,2,26,50,13
9732681720,"Hombre","No urbano","No contratada",0,2,28,60,8
9732687884,"Hombre","Urbano","No contratada",0,2,17,60,1
9732879661,"Hombre","No urbano","No contratada",0,2,22,40,7
9732987015,"Hombre","No urbano","No contratada",0,2,24,42,14
9733279896,"Hombre","No urbano","No contratada",0,2,31,59,0
9733379853,"Hombre","No urbano","Garantía daños propios contratada",0,2,16,50,8
9733581052,"Mujer","No urbano","No contratada",1,2,11,60,6
9734179104,"Hombre","No urbano","No contratada",0,2,26,49,6
9734179895,"Hombre","No urbano","No contratada",0,2,14,50,5
9734186378,"Hombre","Urbano","Garantía daños propios contratada",0,2,12,30,2
9734281166,"Hombre","No urbano","No contratada",0,2,42,60,9
9734301936,"Mujer","No urbano","Garantía daños propios contratada",0,2,15,40,1
9734306316,"Mujer","Urbano","No contratada",0,2,25,43,5
9734384890,"Hombre","No urbano","Garantía daños propios contratada",1,2,14,40,2
9734579470,"Hombre","No urbano","Garantía daños propios contratada",1,2,22,40,2
9734580103,"Hombre","No urbano","No contratada",0,2,20,49,13
9734685920,"Hombre","No urbano","No contratada",1,2,9,29,7
9734692507,"Mujer","No urbano","Garantía daños propios contratada",0,2,33,51,1
9735879979,"Mujer","No urbano","No contratada",0,2,11,40,8
9736583076,"Mujer","No urbano","No contratada",0,2,14,49,2
9736583429,"Mujer","Urbano","Garantía daños propios contratada",0,2,12,30,3
9737282305,"Hombre","No urbano","No contratada",0,2,34,52,4
9737879494,"Mujer","No urbano","No contratada",0,2,12,30,9
9738180516,"Hombre","No urbano","No contratada",0,2,18,60,2
9738180663,"Hombre","Urbano","No contratada",0,2,12,40,5
9738279538,"Hombre","Urbano","No contratada",0,2,33,51,5
9738480362,"Hombre","No urbano","Garantía daños propios contratada",0,2,35,53,2
9738483666,"Hombre","No urbano","No contratada",0,2,12,30,4
9739879904,"Hombre","No urbano","No contratada",0,2,14,49,13
9741480019,"Hombre","No urbano","No contratada",0,2,41,59,18
9741984661,"Hombre","Urbano","No contratada",0,2,13,40,12
9742880866,"Mujer","No urbano","Garantía daños propios contratada",0,2,14,60,2
9748682897,"Hombre","Urbano","Garantía daños propios contratada",0,2,30,60,2
9748779553,"Hombre","No urbano","No contratada",0,2,32,50,13
9748880655,"Hombre","No urbano","No contratada",0,2,22,60,8
9749179625,"Hombre","No urbano","No contratada",0,2,11,29,7
9829980413,"Hombre","No urbano","No contratada",1,1,1,19,1
9829981909,"Hombre","Urbano","No contratada",0,1,0,18,4
9830080611,"Hombre","No urbano","No contratada",0,1,31,49,1
9830087041,"Hombre","No urbano","No contratada",0,1,43,61,14
9830385160,"Hombre","No urbano","No contratada",0,1,12,30,1
9830479127,"Hombre","No urbano","No contratada",0,1,22,40,14
9830497280,"Hombre","No urbano","No contratada",0,1,8,60,7
9830497575,"Hombre","No urbano","No contratada",0,1,11,60,9
9830501046,"Hombre","Urbano","No contratada",0,1,27,49,5
9830582645,"Hombre","No urbano","No contratada",0,1,12,60,8
9831085308,"Hombre","No urbano","Garantía daños propios contratada",0,1,26,44,1
9831282939,"Hombre","Urbano","No contratada",0,1,11,29,12
9831282985,"Hombre","No urbano","No contratada",0,1,33,51,4
9831382068,"Hombre","Urbano","No contratada",0,1,22,40,7
9831489973,"Hombre","No urbano","No contratada",0,1,22,40,6
9831581637,"Hombre","No urbano","Garantía daños propios contratada",0,1,34,52,1
9831680567,"Hombre","No urbano","No contratada",0,1,12,60,6
9831785042,"Hombre","No urbano","Garantía daños propios contratada",0,1,23,41,1
9831880739,"Hombre","No urbano","No contratada",0,1,39,60,7
9832280610,"Mujer","Urbano","No contratada",0,1,8,60,4
9832595501,"Hombre","No urbano","No contratada",0,1,32,50,3
9832599572,"Hombre","No urbano","No contratada",0,1,1,19,8
9832679613,"Hombre","No urbano","Garantía daños propios contratada",1,1,2,20,1
9832683626,"Hombre","Urbano","No contratada",0,1,12,30,5
9832690086,"Hombre","Urbano","No contratada",0,1,2,20,9
9832779317,"Mujer","No urbano","No contratada",0,1,22,40,7
9832782505,"Mujer","No urbano","Garantía daños propios contratada",0,1,16,40,1
9832883585,"Mujer","Urbano","No contratada",0,1,10,60,1
9833380352,"Hombre","No urbano","Garantía daños propios contratada",0,1,16,40,1
9833580222,"Hombre","Urbano","No contratada",0,1,31,49,7
9833583479,"Mujer","No urbano","No contratada",0,1,26,60,1
9833583765,"Hombre","No urbano","No contratada",0,1,25,59,1
9833796810,"Hombre","Urbano","No contratada",0,1,27,59,6
9833806361,"Hombre","Urbano","No contratada",0,1,28,60,13
9833986439,"Hombre","Urbano","No contratada",0,1,32,50,8
9834179261,"Hombre","No urbano","No contratada",1,1,30,60,9
9834189681,"Hombre","Urbano","No contratada",0,1,12,30,11
9834308290,"Hombre","No urbano","No contratada",0,1,34,52,8
9834384536,"Hombre","No urbano","No contratada",0,1,22,40,5
9834384688,"Hombre","No urbano","No contratada",0,1,32,50,13
9834481358,"Hombre","No urbano","No contratada",0,1,15,49,7
9834483993,"Mujer","Urbano","No contratada",1,1,15,40,11
9834487325,"Hombre","Urbano","Garantía daños propios contratada",0,1,22,40,1
9834580225,"Hombre","Urbano","Garantía daños propios contratada",0,1,41,59,7
9834785677,"Hombre","Urbano","No contratada",0,1,17,50,1
9835180163,"Hombre","Urbano","Garantía daños propios contratada",0,1,25,60,1
9835779184,"Mujer","No urbano","No contratada",0,1,24,49,8
9835782452,"Hombre","Urbano","No contratada",0,1,24,42,7
9837379575,"Hombre","No urbano","No contratada",0,1,14,49,6
9837382236,"Mujer","Urbano","Garantía daños propios contratada",0,1,15,50,1
9837782787,"Hombre","Urbano","Garantía daños propios contratada",0,1,34,52,1
9838279870,"Hombre","Urbano","Garantía daños propios contratada",0,1,30,48,1
9838582142,"Hombre","Urbano","No contratada",0,1,21,39,1
9838582799,"Hombre","No urbano","No contratada",0,1,2,20,9
9839879458,"Hombre","Urbano","No contratada",0,1,12,30,2
9840480337,"Hombre","No urbano","No contratada",0,1,21,39,11
9840481731,"Hombre","No urbano","No contratada",0,1,21,39,7
9840482106,"Hombre","No urbano","Garantía daños propios contratada",0,1,7,60,2
9840483830,"Hombre","No urbano","Garantía daños propios contratada",0,1,36,54,0
9840484408,"Hombre","No urbano","No contratada",0,1,33,51,6
9840579463,"Mujer","No urbano","No contratada",0,1,2,20,10
9840580038,"Hombre","No urbano","No contratada",0,1,34,59,7
9841079623,"Hombre","No urbano","No contratada",0,1,22,40,8
9841081056,"Hombre","Urbano","No contratada",0,1,0,18,7
9841279260,"Hombre","No urbano","Garantía daños propios contratada",0,1,22,60,7
9842080437,"Hombre","Urbano","Garantía daños propios contratada",0,1,30,48,1
9842081393,"Hombre","No urbano","No contratada",0,1,31,50,4
9842081892,"Hombre","No urbano","No contratada",0,1,2,20,6
9848679486,"Hombre","No urbano","No contratada",0,1,7,50,12
9848980442,"Hombre","Urbano","No contratada",0,1,23,60,1
34332705,"Hombre","Urbano","No contratada",0,19,36,54,19
234029618,"Hombre","No urbano","No contratada",0,17,22,40,18
1930280790,"Mujer","No urbano","Garantía daños propios contratada",1,0,17,60,1
1930489937,"Hombre","No urbano","Garantía daños propios contratada",0,0,0,18,0
1930580338,"Hombre","Urbano","Garantía daños propios contratada",0,0,8,29,0
1931581416,"Hombre","No urbano","No contratada",1,0,16,40,10
1932704515,"Mujer","Urbano","No contratada",0,0,9,60,0
1932780414,"Hombre","No urbano","No contratada",0,0,0,18,1
1934296233,"Mujer","Urbano","Garantía daños propios contratada",0,0,11,29,1
1934298563,"Mujer","No urbano","Garantía daños propios contratada",0,0,11,29,0
1934308861,"Hombre","No urbano","No contratada",0,0,16,50,2
1941381006,"Mujer","No urbano","Garantía daños propios contratada",0,0,21,50,0
1941984079,"Mujer","No urbano","Garantía daños propios contratada",0,0,5,59,1
1942082074,"Mujer","Urbano","Garantía daños propios contratada",0,0,4,60,1
1949180696,"Mujer","No urbano","No contratada",0,0,15,33,2
5367629761,"Mujer","Urbano","No contratada",0,0,22,60,2
8536079843,"Hombre","No urbano","No contratada",0,14,21,39,3
8537380677,"Hombre","No urbano","No contratada",0,14,34,52,17
8538479800,"Mujer","Urbano","Garantía daños propios contratada",0,14,15,39,2
8541929202,"Hombre","No urbano","Garantía daños propios contratada",0,14,0,18,3
8630129075,"Mujer","No urbano","No contratada",0,14,22,50,3
8635129724,"Hombre","Urbano","No contratada",0,13,12,30,2
8635130819,"Hombre","No urbano","Garantía daños propios contratada",0,13,4,29,3
8635329740,"Hombre","Urbano","Garantía daños propios contratada",0,13,23,41,1
8731432343,"Hombre","Urbano","No contratada",0,12,12,30,4
8734636183,"Hombre","No urbano","No contratada",0,12,24,50,0
8931779182,"Mujer","No urbano","No contratada",0,10,19,37,1
8932029390,"Hombre","No urbano","No contratada",0,10,25,50,1
8933747603,"Hombre","Urbano","No contratada",0,10,25,43,0
8934430138,"Hombre","Urbano","Garantía daños propios contratada",0,10,1,19,2
8944631954,"Hombre","Urbano","No contratada",0,10,20,38,0
8949130205,"Hombre","Urbano","Garantía daños propios contratada",0,10,16,60,0
9031734127,"Hombre","No urbano","Garantía daños propios contratada",0,9,27,49,0
9129779150,"Hombre","No urbano","No contratada",0,8,28,50,1
9131829285,"Hombre","No urbano","Garantía daños propios contratada",0,8,0,18,0
9137280283,"Hombre","No urbano","Garantía daños propios contratada",0,8,12,30,2
9140430167,"Hombre","No urbano","No contratada",0,8,15,60,2
9141379648,"Hombre","No urbano","No contratada",0,8,12,30,1
9141932402,"Hombre","No urbano","Garantía daños propios contratada",0,8,42,60,2
9230499642,"Hombre","No urbano","Garantía daños propios contratada",0,7,34,52,0
9230500064,"Hombre","No urbano","Garantía daños propios contratada",0,7,32,60,1
9231430581,"Mujer","No urbano","Garantía daños propios contratada",0,7,0,18,1
9232504212,"Mujer","No urbano","Garantía daños propios contratada",0,7,21,39,3
9242031127,"Mujer","Urbano","Garantía daños propios contratada",0,7,23,41,2
9332487505,"Hombre","No urbano","Garantía daños propios contratada",0,6,32,50,1
9332491001,"Hombre","No urbano","Garantía daños propios contratada",0,6,2,20,0
9334132131,"Hombre","Urbano","No contratada",0,6,31,49,3
9334780633,"Hombre","No urbano","Garantía daños propios contratada",0,6,40,58,4
9335730713,"Mujer","No urbano","No contratada",0,6,21,40,3
9341829551,"Hombre","No urbano","Garantía daños propios contratada",0,6,42,60,0
9434130353,"Hombre","No urbano","No contratada",0,5,22,40,8
9533580384,"Hombre","No urbano","Garantía daños propios contratada",1,4,12,30,0
9629983439,"Hombre","No urbano","No contratada",0,3,32,60,0
9631182616,"Hombre","No urbano","Garantía daños propios contratada",0,3,22,40,2
9631381225,"Mujer","Urbano","No contratada",0,3,17,60,3
9632479080,"Hombre","No urbano","No contratada",0,3,21,39,4
9634686125,"Hombre","No urbano","Garantía daños propios contratada",1,3,12,30,2
9730391847,"Mujer","Urbano","Garantía daños propios contratada",0,2,21,39,2
9730786859,"Mujer","No urbano","No contratada",1,2,31,60,2
9730883031,"Hombre","Urbano","Garantía daños propios contratada",0,2,31,49,2
9732079501,"Hombre","No urbano","No contratada",0,2,22,40,0
9732482201,"Hombre","No urbano","No contratada",0,2,6,60,4
9733880775,"Hombre","No urbano","No contratada",0,2,32,50,2
9735082529,"Hombre","No urbano","Garantía daños propios contratada",0,2,15,40,2
9735181443,"Hombre","Urbano","No contratada",0,2,19,37,2
9830283189,"Hombre","Urbano","No contratada",0,1,9,29,2
9830394219,"Hombre","No urbano","No contratada",0,1,11,29,1
9830491925,"Hombre","No urbano","Garantía daños propios contratada",0,1,21,50,1
9830881276,"Hombre","No urbano","No contratada",0,1,31,49,1
9833779507,"Mujer","No urbano","No contratada",0,1,20,38,4
9833795838,"Hombre","No urbano","Garantía daños propios contratada",0,1,0,18,1
9833812237,"Mujer","No urbano","Garantía daños propios contratada",0,1,12,50,1
9834298671,"Hombre","Urbano","Garantía daños propios contratada",0,1,6,60,0
9834679857,"Hombre","No urbano","No contratada",0,1,12,30,1
9835080684,"Hombre","No urbano","Garantía daños propios contratada",0,1,11,29,4
9837882003,"Mujer","Urbano","Garantía daños propios contratada",0,1,14,50,1
9841381069,"Hombre","Urbano","No contratada",0,1,21,39,4
1933820603,"Hombre","Urbano","No contratada",0,0,33,51,19
8930829370,"Hombre","Urbano","No contratada",0,10,17,60,4
9138179164,"Hombre","No urbano","No contratada",0,8,17,60,8
9338483052,"Hombre","Urbano","No contratada",0,6,27,50,6
9434482543,"Hombre","No urbano","No contratada",3,5,11,40,5
9441183288,"Mujer","No urbano","No contratada",0,5,22,40,3
9730281611,"Hombre","No urbano","No contratada",0,2,32,50,19
9831084466,"Mujer","No urbano","No contratada",0,1,16,40,10
9831879212,"Hombre","No urbano","No contratada",0,1,16,39,6
37029168,"Hombre","No urbano","No contratada",0,19,42,60,10
37931815,"Mujer","No urbano","Garantía daños propios contratada",0,19,34,60,11
235229228,"Mujer","Urbano","No contratada",0,17,29,47,10
236029450,"Hombre","No urbano","Garantía daños propios contratada",0,17,31,49,1
831437423,"Hombre","No urbano","No contratada",0,21,22,40,10
832032545,"Hombre","No urbano","No contratada",0,21,26,44,10
834631045,"Hombre","No urbano","No contratada",0,21,33,59,10
1155629196,"Hombre","Urbano","No contratada",0,0,11,39,0
1930008358,"Mujer","Urbano","No contratada",0,0,18,60,5
1930285580,"Mujer","No urbano","No contratada",0,0,22,40,4
1930507237,"Mujer","No urbano","No contratada",1,0,32,50,13
1931682528,"Hombre","No urbano","No contratada",1,0,44,62,4
1932785768,"Hombre","No urbano","No contratada",0,0,27,45,19
1932792222,"Hombre","No urbano","No contratada",0,0,26,44,1
1934288284,"Mujer","No urbano","No contratada",0,0,10,50,8
1934314333,"Hombre","No urbano","No contratada",0,0,34,52,10
1934485232,"Hombre","Urbano","No contratada",0,0,16,49,11
1934487079,"Hombre","No urbano","No contratada",0,0,12,50,1
1934783148,"Mujer","Urbano","Garantía daños propios contratada",0,0,16,49,0
1938380889,"Mujer","No urbano","No contratada",0,0,24,60,13
1941381317,"Hombre","No urbano","No contratada",1,0,15,39,11
8339929622,"Mujer","No urbano","Garantía daños propios contratada",0,16,12,30,1
8430486045,"Hombre","Urbano","No contratada",0,15,25,43,11
8437729196,"Mujer","No urbano","Garantía daños propios contratada",0,15,21,39,2
8438229484,"Hombre","Urbano","No contratada",0,15,24,59,5
8531381448,"Hombre","No urbano","No contratada",0,14,21,39,10
8532280349,"Hombre","Urbano","No contratada",0,14,32,50,10
8532680692,"Hombre","No urbano","No contratada",0,14,32,50,8
8534681719,"Hombre","No urbano","No contratada",0,14,5,30,10
8534685098,"Hombre","No urbano","No contratada",0,14,25,59,9
8535129254,"Hombre","No urbano","No contratada",0,14,28,46,10
8540679676,"Mujer","Urbano","No contratada",0,14,7,60,20
8629831848,"Mujer","No urbano","Garantía daños propios contratada",0,13,13,31,4
8630336024,"Hombre","Urbano","No contratada",0,13,22,40,2
8634233725,"Hombre","Urbano","No contratada",0,13,27,50,9
8640331875,"Hombre","Urbano","Garantía daños propios contratada",0,13,15,50,9
8644131466,"Hombre","No urbano","No contratada",0,13,12,30,9
8735929130,"Hombre","Urbano","Garantía daños propios contratada",0,12,23,49,12
8740430226,"Hombre","No urbano","No contratada",0,12,2,20,12
8740830602,"Hombre","Urbano","No contratada",0,12,27,50,12
8829830205,"Hombre","No urbano","No contratada",0,11,21,39,11
8831630069,"Hombre","No urbano","No contratada",0,11,32,50,11
8831932386,"Hombre","No urbano","No contratada",0,11,27,45,10
8834130358,"Hombre","Urbano","No contratada",0,11,11,29,11
8836029134,"Hombre","No urbano","No contratada",0,11,25,43,8
8838432008,"Hombre","Urbano","No contratada",0,11,14,39,5
8842029904,"Hombre","No urbano","No contratada",0,11,2,20,4
8931630033,"Hombre","No urbano","No contratada",0,10,38,60,10
8932032182,"Hombre","No urbano","No contratada",0,10,2,20,10
8932432894,"Hombre","No urbano","Garantía daños propios contratada",0,10,12,30,10
8933229462,"Hombre","No urbano","No contratada",0,10,22,40,9
8933329066,"Hombre","No urbano","No contratada",0,10,31,50,11
8933530765,"Hombre","No urbano","No contratada",0,10,16,59,10
8933732555,"Mujer","No urbano","Garantía daños propios contratada",0,10,4,30,10
8934729918,"Hombre","Urbano","No contratada",0,10,26,60,9
8935830709,"Mujer","No urbano","Garantía daños propios contratada",0,10,0,18,1
8936029237,"Hombre","No urbano","Garantía daños propios contratada",0,10,25,50,10
8936479978,"Mujer","No urbano","No contratada",2,10,17,60,5
8939931433,"Hombre","Urbano","No contratada",0,10,17,60,3
8940529828,"Mujer","Urbano","Garantía daños propios contratada",0,10,2,40,10
8944629444,"Hombre","Urbano","No contratada",0,10,17,59,10
9031529544,"Hombre","Urbano","No contratada",0,9,16,49,9
9032230069,"Hombre","No urbano","No contratada",0,9,39,59,9
9033829721,"Mujer","No urbano","No contratada",0,9,26,50,9
9034442195,"Hombre","Urbano","Garantía daños propios contratada",0,9,43,61,8
9035838324,"Hombre","No urbano","Garantía daños propios contratada",0,9,12,40,1
9037230711,"Hombre","No urbano","Garantía daños propios contratada",0,9,13,50,0
9040529293,"Hombre","No urbano","Garantía daños propios contratada",0,9,13,60,2
9040530038,"Hombre","No urbano","No contratada",0,9,2,20,7
9044634553,"Hombre","Urbano","No contratada",0,9,22,40,12
9044689423,"Hombre","No urbano","No contratada",0,9,17,50,9
9049130096,"Hombre","Urbano","No contratada",0,9,21,60,10
9131435728,"Hombre","Urbano","No contratada",0,8,0,18,8
9132479352,"Mujer","No urbano","No contratada",0,8,12,30,11
9133229911,"Hombre","No urbano","No contratada",0,8,11,29,8
9134231520,"Hombre","No urbano","No contratada",0,8,1,19,11
9134290748,"Hombre","No urbano","No contratada",0,8,12,30,3
9134481952,"Hombre","No urbano","No contratada",0,8,16,60,8
9136579372,"Hombre","No urbano","No contratada",0,8,12,30,12
9137330155,"Hombre","Urbano","No contratada",0,8,20,59,11
9138440391,"Hombre","No urbano","No contratada",0,8,23,41,8
9140381401,"Hombre","No urbano","No contratada",0,8,16,40,10
9140779394,"Hombre","No urbano","No contratada",0,8,17,60,8
9141479869,"Hombre","No urbano","Garantía daños propios contratada",0,8,24,60,1
9141830903,"Hombre","No urbano","No contratada",2,8,18,36,12
9149030428,"Hombre","Urbano","No contratada",0,8,12,30,9
9230030607,"Hombre","Urbano","Garantía daños propios contratada",0,7,24,59,10
9230179235,"Hombre","No urbano","No contratada",0,7,12,30,7
9230432277,"Hombre","No urbano","No contratada",0,7,14,40,11
9230468965,"Hombre","No urbano","No contratada",0,7,2,20,12
9232602297,"Hombre","No urbano","No contratada",0,7,21,39,11
9234702021,"Hombre","No urbano","No contratada",0,7,2,20,10
9235729490,"Mujer","No urbano","No contratada",0,7,2,20,9
9236929071,"Mujer","Urbano","No contratada",0,7,12,30,11
9236959252,"Hombre","No urbano","No contratada",0,7,1,19,9
9237279864,"Hombre","Urbano","No contratada",0,7,12,39,9
9237789285,"Mujer","Urbano","Garantía daños propios contratada",0,7,27,45,2
9240499206,"Hombre","No urbano","No contratada",0,7,19,37,7
9248682909,"Hombre","No urbano","No contratada",0,7,17,60,19
9329988832,"Hombre","Urbano","No contratada",0,6,21,39,8
9330437270,"Hombre","Urbano","No contratada",0,6,30,48,12
9333734900,"Hombre","No urbano","Garantía daños propios contratada",0,6,12,30,1
9334079195,"Hombre","Urbano","Garantía daños propios contratada",1,6,20,38,4
9334783032,"Hombre","Urbano","No contratada",0,6,41,59,6
9430781516,"Hombre","No urbano","No contratada",0,5,0,18,9
9433779453,"Mujer","No urbano","No contratada",0,5,10,30,11
9433780435,"Mujer","No urbano","No contratada",0,5,12,30,9
9435079580,"Hombre","No urbano","No contratada",0,5,17,60,8
9435881798,"Hombre","No urbano","No contratada",0,5,13,50,10
9445179276,"Hombre","Urbano","No contratada",0,5,22,40,8
9530383308,"Mujer","Urbano","No contratada",0,4,0,18,12
9530386266,"Hombre","Urbano","No contratada",0,4,21,39,12
9530429778,"Hombre","No urbano","No contratada",0,4,22,40,8
9534287631,"Mujer","No urbano","No contratada",1,4,14,32,9
9534291218,"Mujer","No urbano","No contratada",0,4,27,45,11
9537381527,"Hombre","No urbano","Garantía daños propios contratada",0,4,8,60,0
9540480966,"Hombre","Urbano","No contratada",0,4,7,60,16
9541080879,"Hombre","No urbano","No contratada",0,4,22,40,12
9548879738,"Hombre","No urbano","No contratada",0,4,12,30,9
9630479849,"Hombre","No urbano","No contratada",0,3,40,58,16
9632181940,"Hombre","No urbano","No contratada",0,3,23,41,0
9632581473,"Hombre","No urbano","No contratada",0,3,21,39,11
9634296853,"Hombre","No urbano","No contratada",0,3,12,30,11
9634302513,"Mujer","Urbano","No contratada",0,3,2,20,12
9634679864,"Hombre","No urbano","No contratada",0,3,14,40,4
9635080626,"Hombre","No urbano","No contratada",0,3,38,60,9
9641183895,"Hombre","No urbano","Garantía daños propios contratada",0,3,12,30,3
9730389029,"Hombre","Urbano","No contratada",0,2,22,40,9
9730881392,"Hombre","No urbano","No contratada",0,2,26,49,2
9731879421,"Hombre","No urbano","No contratada",0,2,38,56,12
9732581704,"Mujer","No urbano","Garantía daños propios contratada",0,2,2,20,2
9733381342,"Hombre","No urbano","No contratada",0,2,16,59,17
9733582423,"Hombre","No urbano","No contratada",0,2,32,50,11
9733985426,"Hombre","No urbano","No contratada",2,2,33,60,1
9734293705,"Hombre","No urbano","No contratada",0,2,5,49,8
9734385336,"Mujer","Urbano","No contratada",0,2,27,45,11
9734483155,"Hombre","No urbano","No contratada",0,2,23,41,9
9734784438,"Hombre","No urbano","No contratada",0,2,12,30,10
9735780090,"Mujer","No urbano","No contratada",0,2,11,29,12
9736581701,"Hombre","No urbano","No contratada",0,2,23,60,9
9737079082,"Hombre","No urbano","No contratada",0,2,26,44,8
9738181175,"Hombre","No urbano","No contratada",0,2,39,57,5
9740479281,"Mujer","No urbano","No contratada",0,2,11,29,9
9740580049,"Hombre","No urbano","No contratada",0,2,24,42,11
9741380089,"Hombre","No urbano","No contratada",1,2,21,39,9
9741982093,"Mujer","No urbano","Garantía daños propios contratada",0,2,24,42,2
9829985289,"Mujer","No urbano","No contratada",0,1,22,40,11
9829990612,"Mujer","Urbano","No contratada",0,1,16,40,10
9830492535,"Hombre","No urbano","No contratada",0,1,24,42,11
9831490325,"Mujer","Urbano","No contratada",0,1,24,42,2
9832681267,"Hombre","No urbano","No contratada",0,1,31,49,1
9833382960,"Hombre","No urbano","No contratada",0,1,22,40,9
9833780982,"Hombre","No urbano","Garantía daños propios contratada",0,1,22,40,1
9833821076,"Hombre","No urbano","No contratada",0,1,33,51,11
9834685222,"Hombre","No urbano","Garantía daños propios contratada",0,1,14,40,1
9835179524,"Mujer","No urbano","No contratada",0,1,7,60,9
9837281416,"Hombre","No urbano","No contratada",0,1,25,60,10
9840381048,"Hombre","Urbano","No contratada",0,1,5,60,9
9840482853,"Hombre","No urbano","No contratada",0,1,14,40,12
9841883071,"Hombre","No urbano","No contratada",0,1,12,30,10
132442235,"Hombre","No urbano","Garantía daños propios contratada",0,18,20,38,1
133934934,"Hombre","No urbano","No contratada",0,18,32,50,18
1932181955,"Mujer","No urbano","No contratada",0,0,11,29,3
